md5,title,author,categories,url,match_tier,match_reason,matched_author_id,matched_work_title,matched_query
02f7fc9db989a25ab100fba694565219,Die große Fotoschule: Das Handbuch zur digitalen Fotografie in der Neuauflage 2019,,Uljana Daitche Die 384 Linien der 64 Tore: das große Human Design Handbuch,https://annas-archive.org/md5/02f7fc9db989a25ab100fba694565219,work,work_overlap:1.00,auth_uljana_daitche,Die 384 Linien der 64 Tore: das große Human Design Handbuch,
02fbf7e8f08e22b479e3e7c2b2f7170d,How to draw realistic human eyes: I know that you could draw great,,Jenna Zoë Human Design: The Revolutionary System That Shows You Who You Came Here to Be,https://annas-archive.org/md5/02fbf7e8f08e22b479e3e7c2b2f7170d,work,work_overlap:1.00,auth_jenna_zoe,Human Design: The Revolutionary System That Shows You Who You Came Here to Be,
03058fd554ecbf1d43b1f471878f42d9,Zoé et Théo à l'école,Zoé et Théo à l’école,Jenna Zoë,https://annas-archive.org/md5/03058fd554ecbf1d43b1f471878f42d9,author,surname:Jenna,auth_jenna_zoe,,
030944c6354dff07ba00450a9a9509d4,Gene keys : unlocking the higher purpose hidden in your DNA,Gene Keys - Unlocking the higher purose hidden in your DNA,Gene Keys Richard Rudd|Richard Rudd|Richard Rudd The Gene Keys: Embracing Your Higher Purpose,https://annas-archive.org/md5/030944c6354dff07ba00450a9a9509d4,work,work_overlap:1.00,auth_richard_rudd,The Gene Keys: Embracing Your Higher Purpose,
036e2b58a6e9b7a4097a81bc060694f5,036e2b58a6e9b7a4097a81bc060694f5.pdf,,Gene Keys Richard Rudd|Richard Rudd,https://annas-archive.org/md5/036e2b58a6e9b7a4097a81bc060694f5,work,work_overlap:0.67,auth_richard_rudd,Human Design: The Revelation,
03701051430b1f49858f0fd9e10066b5,The Sarvadurgatiparisodhana Tantra: Elimination of All Evil Destinies,,Book of Destinies Parkyn,https://annas-archive.org/md5/03701051430b1f49858f0fd9e10066b5,query,search_query_substring,,,Book of Destinies Parkyn
0373e69c8fb8e200c686f7ba8d55aaea,Imperiled Destinies: The Daoist Quest for Deliverance in Medieval China,"the harvard university asia center, harvard-yenching institute monograph series, cambridge, massachusetts, 2019imperiled destinies  examines the evolution of daoist beliefs about human liability and redemption over eight centuries and outlines ritual procedures for rescuing an ill‐starred destiny. from the second through the tenth century ce, daoism emerged as a liturgical organization that engaged vigorously with buddhism and transformed chinese thinking about suffering, the nature of evil, and the aims of liberation. in the fifth century, elements of classical daoism combined with indian yogic practices to interiorize the quest for deliverance. the medieval record portrays a world engulfed",Book of Destinies Parkyn,https://annas-archive.org/md5/0373e69c8fb8e200c686f7ba8d55aaea,query,search_query_substring,,,Book of Destinies Parkyn
03b057fa734c5a0bacdd6c9cf7bfbc85,"Alfred Nowak, Rudolf Cantz, Wilhelm Engbert",,Uljana Daitche Variablen im Human Design: Teil 1 — Die Pfeile,https://annas-archive.org/md5/03b057fa734c5a0bacdd6c9cf7bfbc85,work,work_overlap:1.00,auth_uljana_daitche,Variablen im Human Design: Teil 1 — Die Pfeile,
03be92a2cbbd20cf8ff0e0c5779d974e,"Antarctic Destinies: Scott, Shackleton, and the Changing Face of Heroism",five weeks,Book of Destinies Parkyn,https://annas-archive.org/md5/03be92a2cbbd20cf8ff0e0c5779d974e,query,search_query_substring,,,Book of Destinies Parkyn
03d7d408b7bfd2539f678f85f7cacacc,Introduction to materials modelling,"zoe h. barberz h barber (editor), zoe barber (editor)maney pub. for the institute of materials, minerals and mining; maney publishing, crc press (unlimited), london, 2005introduction to materials modelling describes the use of computer simulation for the prediction and understanding of the structure and properties of materials. it has been based upon the materials modelling masters course given at the department of materials science and metallurgy, university of cambridge, uk, which is aimed particularly at graduate students with a background in any of the physical sciences.read more…english [en] · pdf · 7.7mb · 2005 · 📘 book (non-fiction) · 🚀/lgli/lgrs/nexusstc/zlib    ·save·20·1base score: 11065.0, final score: 21.144302",Jenna Zoe Human Design,https://annas-archive.org/md5/03d7d408b7bfd2539f678f85f7cacacc,query,search_query_substring,,,Jenna Zoe Human Design
03dc56bab11ccd56e903e74f031a0be9,"How to Analyze People with Dark Psychology: 3 Books in 1: Dark Psychology and Manipulation, How to Read People Like a Book and Psychological Warfare. Understanding Human Behavior for a Better Life",How to Analyze People with Dark Psychology: 3 Books in 1: Dark Psychology and Manipulation,Steve Rhodes Human Design: How to Read a Graph,https://annas-archive.org/md5/03dc56bab11ccd56e903e74f031a0be9,work,work_overlap:1.00,auth_steve_rhodes,Human Design: How to Read a Graph,
03dcf00fd8b84a30b9da68238fc4fc3c,Die Belagerung von Belfort im Jahre 1870,,Uljana Daitche Variablen im Human Design: Teil 1 — Die Pfeile,https://annas-archive.org/md5/03dcf00fd8b84a30b9da68238fc4fc3c,work,work_overlap:1.00,auth_uljana_daitche,Variablen im Human Design: Teil 1 — Die Pfeile,
03e8a48aa15c3013d74e447c61b0c9fc,newsarch_ebooks_2025_10,"historian peter winn.read more…english [en] · pdf · 2.3mb · 2017 · 📘 book (non-fiction) · 🚀/lgli/lgrs/nexusstc/upload/zlib    ·save·60·1base score: 11065.0, final score: 23.55376",Robin Winn Human Design,https://annas-archive.org/md5/03e8a48aa15c3013d74e447c61b0c9fc,query,search_query_substring,,,Robin Winn Human Design
0422722c2ac034cb013da2b71ded8cbd,Home Decorating Interior Design Workbook,Unique Step by Step Decorating Workbook for any room in your home.pdf,Living Your Design Bunnell,https://annas-archive.org/md5/0422722c2ac034cb013da2b71ded8cbd,query,search_query_substring,,,Living Your Design Bunnell
04271af48ee802bfc0db2a3b92855099,Roses Under the Miombo Trees,Roses Under the Miombo Trees,Chetan Parkyn,https://annas-archive.org/md5/04271af48ee802bfc0db2a3b92855099,query,search_query_substring,,,Chetan Parkyn
0429d20b89647466cea7e1f24e03c1d0,Facts about concussion and brain injury,Facts About Concussion and Brain Injury.pdf,Understanding Centers Human Design,https://annas-archive.org/md5/0429d20b89647466cea7e1f24e03c1d0,query,search_query_substring,,,Understanding Centers Human Design
04332ec6604eb1d68f5c684f12ecd2e5,"Do We Choose the Power to Do Right, or the Power to Do Wrong?",Do We Choose the Power to Do Right,How Do You Choose Human Design,https://annas-archive.org/md5/04332ec6604eb1d68f5c684f12ecd2e5,query,search_query_substring,,,How Do You Choose Human Design
043d6e6b6fec8c8b9cdc4217d9933cfa,Human Factors for Ergonomic ITs: How Culture Affects the Way We Interact with Technology and how We Process Data,,64keys Human Design,https://annas-archive.org/md5/043d6e6b6fec8c8b9cdc4217d9933cfa,query,search_query_substring,,,64keys Human Design
0441109b42ccdc46fd29c868f557bec0,What Can You Do with a Major in Biology: Real people. Real jobs. Real rewards. (What Can You Do with a Major in...),"exploring the range of career options available; for recent recent graduates and those already in a biology-related career, the book provides alternative career options that might not readily seem apparent.a key feature of the book are the case studies of individuals who majored in biology and their career choices; these case studies are used to demonstrate the variety of career options related to this major. the case studies include education and work histories, photos, and personal statements.readers will also find in the book a summary of the skills and knowledge attained through majoring in biology, the careers requiring the development of these skills and knowledge, and any additional training or licensing requirements beyond the major for these careers. this information is presented in a consistent format of lists and graphics, including contact information for relevant professional organizations and licensing agencies, pay scales, and so forth.for those readers who are currently in college or soon to be and are deciding on whether or not a major in biology is right for them, the book includes an overview of the typical biology major curriculum, including courses, special projects (e.g., senior theses), and/or internships or fieldwork likely to be required, with examples from various colleges (which may have different requirements and approaches). additionally included are reviews of outcomes for recent graduates with a biologymajor, including jobs and salaries.read more…english [en] · pdf · 1.6mb · 2005 · 📘 book (non-fiction) · 🚀/lgli/lgrs/nexusstc/zlib    ·save·1·1base score: 11065.0, final score: 26.133354",How Do You Choose Human Design,https://annas-archive.org/md5/0441109b42ccdc46fd29c868f557bec0,query,search_query_substring,,,How Do You Choose Human Design
044273f973accde584989fab9aab28e5,PBooks Collection 2023,,Jovian Archive,https://annas-archive.org/md5/044273f973accde584989fab9aab28e5,query,search_query_substring,,,Jovian Archive
045fa05391c19f69a31ea7417d391226,Design details for health : making the most of design’s healing potential,"dr. wayne ruga, aia, fiida, hon. fasid</p>",Human Design Health Haspel,https://annas-archive.org/md5/045fa05391c19f69a31ea7417d391226,query,search_query_substring,,,Human Design Health Haspel
0477568f0847c2fd078678d991ccbcd0,"Die deutsche Universitätsphilosophie in der Weimarer Republik und im Dritten Reich, Teil 1",,Uljana Daitche Variablen im Human Design: Teil 1 — Die Pfeile,https://annas-archive.org/md5/0477568f0847c2fd078678d991ccbcd0,work,work_overlap:1.00,auth_uljana_daitche,Variablen im Human Design: Teil 1 — Die Pfeile,
04d0a14302c15da96c47be9aa388e04f,Das Große Ventura Handbuch,,Uljana Daitche Die 384 Linien der 64 Tore: das große Human Design Handbuch,https://annas-archive.org/md5/04d0a14302c15da96c47be9aa388e04f,work,work_overlap:1.00,auth_uljana_daitche,Die 384 Linien der 64 Tore: das große Human Design Handbuch,
04ea5eb909ac4f82aae8d2c4f3a404f6,Understanding the Centers in Human Design: The Facilitator's Guide to Transforming Pain into Possibility,Understanding the Centers in Human Design.pdf,Beyond Human Design|Chetan Parkyn Human Design|Chiron Ephemeris Human Design|Daitche Human Design|Emma Dunwoody Human Design|Karen Curry Parker Understanding Human Design: The New Science of Astrology|Quantum Human Design|Richard Rudd Human Design|Richard Rudd Human Design: The Revelation|Robin Winn Human Design|Robin Winn Understanding Your Clients Through Human Design|Robin Winn Understanding the Centers in Human Design|Steve Rhodes Human Design|Understanding Centers Human Design|Understanding Human Design|Zen Human Design Ephemeris|Zeno Dickson Human Design,https://annas-archive.org/md5/04ea5eb909ac4f82aae8d2c4f3a404f6,work,work_overlap:1.00,auth_karen_curry_parker,Understanding Human Design: The New Science of Astrology,
04f05dfe1003ef164589ce20f651f30e,PBooks Collection 2023,,Jovian Archive,https://annas-archive.org/md5/04f05dfe1003ef164589ce20f651f30e,query,search_query_substring,,,Jovian Archive
0542585ed2df045cbfd6c1c800403179,Die Wirtschaftsmentalität der westdeutschen Handwerker,,Peter Schöber,https://annas-archive.org/md5/0542585ed2df045cbfd6c1c800403179,query,search_query_substring,,,Peter Schöber
0561f7a709c8935e331aeb379a631a3f,Vorlesungen über Differential- und Integralrechnung Band 3: Integralrechnung auf dem Gebiete mehrerer Variablen,Integralrechnung auf dem Gebiete mehrerer Variablen,Daitche Variablen,https://annas-archive.org/md5/0561f7a709c8935e331aeb379a631a3f,query,search_query_substring,,,Daitche Variablen
05c91cdc40bf8bfe2663c19f655b465f,Zoé et Théo au zoo,Zoé et Théo - Tome 9 - Zoé et Théo au zoo,Jenna Zoë,https://annas-archive.org/md5/05c91cdc40bf8bfe2663c19f655b465f,author,surname:Jenna,auth_jenna_zoe,,
05f21b5ecc9f4c13240010114ca47487,"Health Design Thinking, : Creating Products and Services for Better Health","pioneers in the field—bon ku, a physician leader in innovative health design, and ellen lupton, an award-winning graphic designer—the book outlines the fundamentals of design thinking and highlights important products, prototypes, and research in health design. this revised and expanded edition describes innovations developed in response to the covid-19 crisis, including an intensive care unit in a shipping container, a rolling cart with intubation equipment, and a mask brace that gives a surgical mask a tighter seal.",Human Design Health Haspel,https://annas-archive.org/md5/05f21b5ecc9f4c13240010114ca47487,query,search_query_substring,,,Human Design Health Haspel
06230d763b413b81a2fa50306126f15f,What Can You Do with a Major in Biology : Real people. Real jobs. Real rewards. (What Can You Do with a Major in...),,How Do You Choose Human Design,https://annas-archive.org/md5/06230d763b413b81a2fa50306126f15f,query,search_query_substring,,,How Do You Choose Human Design
065c423cebeabf513103b99fef4912e3,Relevance of Health Economics in Breast Cancer Treatment – the View of Certified Breast Centres and Their Patients,,Ra Uru Hu The Nine Centres and their Gates,https://annas-archive.org/md5/065c423cebeabf513103b99fef4912e3,work,work_overlap:1.00,auth_ra_uru_hu,The Nine Centres and their Gates,
06b20214482bc403e8c23d115ae1a8f3,Emotional Labor in Work with Patients and Clients: Effects and Recommendations for Recovery,,Understanding Clients Human Design,https://annas-archive.org/md5/06b20214482bc403e8c23d115ae1a8f3,query,search_query_substring,,,Understanding Clients Human Design
06d143a577edd573a22f4cfd3cf13cd3,Matrix Discrete Element Analysis of Geological and Geotechnical Engineering,,Triple Design Matrix DreamRave,https://annas-archive.org/md5/06d143a577edd573a22f4cfd3cf13cd3,query,search_query_substring,,,Triple Design Matrix DreamRave
06d6f33e7b26482d4ddc23835d5b5906,"How To Analyze People: 13 Laws About the Manipulation of the Human Mind, 7 Strategies to Quickly Figure Out Body Language, Dive into Dark Psychology and Persuasion for Making People Do What You Want",How To Analyze People: 13 Laws About the Manipulation of the Human Mind,How Do You Choose Human Design,https://annas-archive.org/md5/06d6f33e7b26482d4ddc23835d5b5906,query,search_query_substring,,,How Do You Choose Human Design
06ed6b7b4258869237eff071677aa364,Das grosse Euro-Handbuch Praxis der Wahrungsumstellung und S.pdf,,Uljana Daitche Die 384 Linien der 64 Tore: das große Human Design Handbuch,https://annas-archive.org/md5/06ed6b7b4258869237eff071677aa364,work,work_overlap:1.00,auth_uljana_daitche,Die 384 Linien der 64 Tore: das große Human Design Handbuch,
0709f47812468b7c9765dc7de254234a,The Life Force,The Life Force - The Channels.pdf,Prophecy Ra Uru Hu Rhodes|Ra Uru Hu|Ra Uru Hu Generator Book|Ra Uru Hu Line Resonance|Ra Uru Hu Rave BodyGraph Circuitry|Ra Uru Hu Rave I'Ching Line Companion|Ra Uru Hu The Complete Rave I'Ching|Ra Uru Hu The Nine Centres and their Gates|Ra Uru Hu The Rave I'Ching,https://annas-archive.org/md5/0709f47812468b7c9765dc7de254234a,work,work_overlap:1.00,auth_ra_uru_hu,The Rave I'Ching,
070e184c3cc90fe3900577b4c9bf5605,The future of flesh : a cultural survey of the body,,Jenna Zoe Human Design,https://annas-archive.org/md5/070e184c3cc90fe3900577b4c9bf5605,query,search_query_substring,,,Jenna Zoe Human Design
0710687dd13c973b0e9b60546425645a,How to Read a Book: The Classic Guide to Intelligent Reading,"its cover,” and also how to x-ray it, read critically, and extract the author’s message from the text.also included is instruction in the different techniques that work best for reading particular genres, such as practical books, imaginative literature, plays, poetry, history, science and mathematics, philosophy and social science works.finally, the authors offer a recommended reading list and supply reading tests you can use measure your own progress in reading skills, comprehension, and speed.read more…english [en] · pdf · 1.8mb · 2012 · 📘 book (non-fiction) · 🚀/lgli/zlib    ·save·395·3base score: 11068.0, final score: 33.22388",Steve Rhodes Human Design: How to Read a Graph,https://annas-archive.org/md5/0710687dd13c973b0e9b60546425645a,work,work_overlap:1.00,auth_steve_rhodes,Human Design: How to Read a Graph,
0716d75c5e0b36620957625020229c2c,El Universo Elegante_29273937.pdf,,Rave Cosmology,https://annas-archive.org/md5/0716d75c5e0b36620957625020229c2c,query,search_query_substring,,,Rave Cosmology
072b03134dbf14640a29f357b4b552e0,Lunar & Planetary Color,Lunar & Planetary Color,Human Design System Ra|LYD manual IHDS|Prophecy Ra Uru Hu Rhodes|Ra Uru Hu|Ra Uru Hu Generator Book|Ra Uru Hu Line Resonance|Ra Uru Hu Rave BodyGraph Circuitry|Ra Uru Hu Rave I'Ching Line Companion|Ra Uru Hu The Complete Rave I'Ching|Ra Uru Hu The Nine Centres and their Gates|Ra Uru Hu The Rave I'Ching,https://annas-archive.org/md5/072b03134dbf14640a29f357b4b552e0,work,work_overlap:1.00,auth_ra_uru_hu,The Rave I'Ching,
075848e7ee1d0d76f9493f643130da10,lgrsnf/D:\!genesis\library.nu\07\_262994.075848e7ee1d0d76f9493f643130da10.pdf,,Bhan Tugh Rhodes,https://annas-archive.org/md5/075848e7ee1d0d76f9493f643130da10,work,work_overlap:0.75,auth_steve_rhodes,Bhan Tugh,
0762420e79d002458464ba6d30fde80a,Materiales Construccion Energia Solar,Manual-Ventilacion/0762420e79d002458464ba6d30fde80a.pdf,LYD manual IHDS,https://annas-archive.org/md5/0762420e79d002458464ba6d30fde80a,query,search_query_substring,,,LYD manual IHDS
0782863b410beea65a2fa6da0655781d,Mini Maulwurf hat Geburtstag. ( Ab 2 J.).,,Peter Schöber,https://annas-archive.org/md5/0782863b410beea65a2fa6da0655781d,query,search_query_substring,,,Peter Schöber
07984fbb01967020843823ad0b57d7d1,"D'Annunzio, the Poet as Superman","kirkusreviews.comread more…english [en] · pdf · 25.1mb · 1960 · 📘 book (non-fiction) · 🚀/lgli/lgrs/nexusstc/zlib    ·save·24·1base score: 11065.0, final score: 16.95267",Bhan Tugh Rhodes,https://annas-archive.org/md5/07984fbb01967020843823ad0b57d7d1,work,work_overlap:0.75,auth_steve_rhodes,Bhan Tugh,
07d6d7b749ac0addcc97d1ce917dfdc5,Managing Yourself (the Essentials Of Nursing Management Series),via many examples and exercises - to having and making a personal philosophy,Peter Schöber,https://annas-archive.org/md5/07d6d7b749ac0addcc97d1ce917dfdc5,query,search_query_substring,,,Peter Schöber
07d9a2749caded25005d397063234e4c,newsarch_ebooks_2025_10,,Karen Curry Parker The Encyclopedia of Quantum Human Design,https://annas-archive.org/md5/07d9a2749caded25005d397063234e4c,work,work_overlap:1.00,auth_karen_curry_parker,The Encyclopedia of Quantum Human Design,
0829c51c8961d990a4d7f6075a12f51c,BBC,History Revealed/History revealed: Bumper Q&A Special_119123463.pdf,Human Design Revealed Dickson,https://annas-archive.org/md5/0829c51c8961d990a4d7f6075a12f51c,query,search_query_substring,,,Human Design Revealed Dickson
083c803ff76fca5fb00bf8e9d236c56f,La Reproduction chez les mammifères et chez l'homme,,Erin Claire Jones Human Design,https://annas-archive.org/md5/083c803ff76fca5fb00bf8e9d236c56f,query,search_query_substring,,,Erin Claire Jones Human Design
0848ec3ea15ca91e05b2ab0f07c85579,Scale-Selective Differentiation Of Mueller-Matrix Images Of Polycrystalline Networks Of Biological Tissues And Fluids Of Human Organs,,Science of Differentiation Human Design,https://annas-archive.org/md5/0848ec3ea15ca91e05b2ab0f07c85579,query,search_query_substring,,,Science of Differentiation Human Design
0859b8d72edffa26ab9e5dfb8521c752,Using human motion intensity as input for urban design,,64keys Human Design,https://annas-archive.org/md5/0859b8d72edffa26ab9e5dfb8521c752,query,search_query_substring,,,64keys Human Design
085f5f2cc1d23a3b8f5bd5d223a990f0,Енциклопедия на квантовия хюмън дизайн,Карен Къри Паркър - Енциклопедия на квантовия хюмън дизайн.pdf,Karen Curry Human Design|Karen Curry Parker The Encyclopedia of Quantum Human Design,https://annas-archive.org/md5/085f5f2cc1d23a3b8f5bd5d223a990f0,work,work_overlap:1.00,auth_karen_curry_parker,The Encyclopedia of Quantum Human Design,
0863e5b363132a5c186f4bf803a4f265,Science journalism,,Emma Dunwoody Human Design,https://annas-archive.org/md5/0863e5b363132a5c186f4bf803a4f265,query,search_query_substring,,,Emma Dunwoody Human Design
08b0118b54922ec0397e0bd5365d11b4,Add Audio and Video to Your Site: The Mini Missing Manual,Add Audio and Video to Your Site The Mini Missing Manual.pdf,Living Your Design Student Manual,https://annas-archive.org/md5/08b0118b54922ec0397e0bd5365d11b4,work,work_overlap:1.00,auth_lynda_bunnell,Living Your Design Student Manual,
08b737141f7d1667bc18031ca9a0ed48,Speed Up Your Design Verificaton,Speed Up Your Design Verificaton.pdf,Living Your Design Bunnell,https://annas-archive.org/md5/08b737141f7d1667bc18031ca9a0ed48,query,search_query_substring,,,Living Your Design Bunnell
08cc0e73c23a4bb0c6a02f137a80e2fe,Global education under attack : International Baccalaureate in America,"conservative agencies. this book charts the growth of the ib in america and offers a set of frameworks for conceptualizing the history and nature of  this attack. it explores the distinctly paleo-conservative philosophy behind this attack, and reveals the influence of the american historian russell kirk, alongside edmund burke. the book examines the notion that the ib is un-american, and concludes that for some people in america global education is fundamentally unnatural and must be resisted.        read more...",Lynda Bunnell,https://annas-archive.org/md5/08cc0e73c23a4bb0c6a02f137a80e2fe,query,search_query_substring,,,Lynda Bunnell
08d3a83ae0aa070df4bac98aa370e70b,Die Muse Roman,und einem exquisiten Lebensstil - hält sie die Leser in Atem: und das kann man nicht kaufen. Besonders einer ist fasziniert von Ida Perkins: Paul Dukach,Uljana Daitche,https://annas-archive.org/md5/08d3a83ae0aa070df4bac98aa370e70b,work,work_overlap:0.67,auth_uljana_daitche,Human Design - Beziehungen,
08d974a04b985316d500f4248f5f7442,Degruyter Imprints v2 [09-06-23],,Eleanor Haspel-Portner,https://annas-archive.org/md5/08d974a04b985316d500f4248f5f7442,query,search_query_substring,,,Eleanor Haspel-Portner
